区域,小区名称,户型,面积,价格(万),单价(元/平米),地址,朝向,装修,楼层,年代
姑苏,钟楼新村（姑苏十全街）,2室 1厅,43.77平,78万,17820元/平,定慧寺巷17号,暂无数据,暂无数据,中区/4层,暂无数据
姑苏,创智赢家（姑苏葑门）,3室 2厅,169.98平,408万,24002元/平,东环路655号,暂无数据,豪装,高区/24层,暂无数据
姑苏,齐门人家（姑苏平江新城）,2室 2厅,74.0平,148万,20000元/平,苏站路588号,南,毛坯,中区/31层,暂无数据
姑苏,娄江新村（姑苏娄门）,2室 2厅,71.38平,133万,18632元/平,娄门路与东环路交界处,暂无数据,精装,中区/6层,暂无数据
姑苏,清塘新村（姑苏留园西园）,2室 1厅,58.37平,92万,15761元/平,清塘路161号,南,简装,低区/6层,暂无数据
姑苏,齐门人家（姑苏平江新城）,2室 2厅,85.57平,165万,19282元/平,苏站路588号,南,毛坯,高区/32层,暂无数据
姑苏,观景新村（姑苏留园西园）,2室 2厅,69.97平,108万,15435元/平,北环路与西环路交汇处南侧,南,精装,高区/6层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,3室 2厅,109.2平,306万,28021元/平,西环路高架与西环路高架出口交叉口东北,暂无数据,毛坯,高区/20层,暂无数据
姑苏,象牙新村（姑苏胥江）,2室 1厅,71.02平,143万,20135元/平,三香路附二院后面劳动路之间,暂无数据,中装,低区/7层,暂无数据
姑苏,现代花园一期（姑苏葑门）,2室 1厅,62.0平,118万,19032元/平,杨枝塘路与东环路交汇处,暂无数据,精装,高区/6层,暂无数据
姑苏,杨枝三村（姑苏葑门）,2室 1厅,60.0平,107万,17833元/平,杨枝小学附近,暂无数据,简装,高区/6层,暂无数据
姑苏,里河一村（姑苏葑门）,2室 0厅,57.1平,103万,18038元/平,莫邪路与杨枝塘路交叉口,南,精装,中区/5层,暂无数据
姑苏,万科金品家园（姑苏胥江）,3室 2厅,123.0平,357万,29024元/平,西环路与劳动路的交汇处,暂无数据,精装,低区/32层,暂无数据
姑苏,盘门雅苑（姑苏南门）,2室 2厅,105.2平,248万,23574元/平,沧浪盘胥路180号,南,精装,中区/5层,暂无数据
姑苏,里河新村（五六七八村）（姑苏葑门）,1室 1厅,44.54平,76万,17175元/平,杨枝塘路63号附近,暂无数据,精装,中区/6层,暂无数据
姑苏,汇翠花园（姑苏平江新城）,3室 2厅,106.0平,214万,20188元/平,平泷路与江星路交汇处西北,暂无数据,简装,中区/5层,暂无数据
姑苏,里河新村（二三四村）（姑苏葑门）,2室 1厅,61.34平,135万,22008元/平,莫邪路与杨枝塘路交叉口,南,精装,低区/6层,暂无数据
姑苏,东二路小区（姑苏南门）,4室 1厅,105.0平,225万,21428元/平,东二路2号,南,中装,中区/4层,暂无数据
姑苏,阳光美地花园（姑苏平江新城）,3室 2厅,138.0平,306万,22173元/平,江星路,南北,精装,高区/18层,暂无数据
姑苏,官渎花园（姑苏平江新城）,2室 2厅,76.0平,153万,20131元/平,官渎路华东电器城北200米,南,精装,中区/5层,暂无数据
姑苏,化工新村（姑苏南门）,3室 1厅,71.15平,164万,23049元/平,人民路与西二路交汇处,南,简装,高区/5层,暂无数据
姑苏,世茂运河城和茂苑二期（姑苏沧浪新城）,2室 1厅,91.0平,238万,26153元/平,宝带西路1199号,南北,豪装,中区/30层,暂无数据
姑苏,新庄二村（姑苏留园西园）,2室 2厅,74.83平,134万,17907元/平,新庄西路与西环路口,南北,精装,高区/6层,暂无数据
姑苏,梅花新村（姑苏平江新城）,3室 1厅,90.0平,166万,18444元/平,官渎路（好又多超市梅花店附近）,南,中装,中区/6层,暂无数据
姑苏,中天品苑（姑苏留园西园）,2室 2厅,92.0平,243万,26413元/平,西园路399号,南北,精装,中区/6层,暂无数据
姑苏,西二路8号（姑苏南门）,2室 2厅,86.57平,150万,17327元/平,西二路八号,南,精装,中区/4层,暂无数据
姑苏,杨枝三村（姑苏葑门）,3室 1厅,77.9平,160万,20539元/平,杨枝小学附近,南北,暂无数据,中区/6层,暂无数据
姑苏,齐门人家（姑苏平江新城）,2室 2厅,84.15平,192万,22816元/平,苏站路588号,南,精装,低区/31层,暂无数据
姑苏,娄江新村（姑苏娄门）,3室 1厅,77.88平,145万,18618元/平,娄门路与东环路交界处,暂无数据,中装,中区/6层,暂无数据
姑苏,闻钟苑三区（姑苏留园西园）,3室 2厅,120.85平,245万,20273元/平,西园路728,南北,精装,中区/5层,暂无数据
姑苏,内马路17号（姑苏南门）,2室 1厅,58.23平,95万,16314元/平,南园路(南园路与南环路交汇处),南,精装,高区/6层,暂无数据
姑苏,永林新村（姑苏娄门）,2室 1厅,74.22平,175万,23578元/平,东环路西、莫邪路东、日规路南、三星路北,南,精装,中区/5层,暂无数据
姑苏,内马路9-7号院（姑苏南门）,1室 1厅,40.0平,80万,20000元/平,内马路9-7号,暂无数据,暂无数据,高区/6层,暂无数据
姑苏,四季商业广场（姑苏沧浪新城）,1室 1厅,47.36平,60万,12668元/平,新郭路和吴中西路交界处,东西,精装,高区/6层,暂无数据
姑苏,盘溪新村（姑苏南门）,1室 1厅,36.19平,66万,18319元/平,盘胥路（盘胥路与南环西路交叉口）,南北,毛坯,中区/6层,暂无数据
姑苏,双悦大厦（姑苏平江新城）,2室 1厅,47.0平,62万,13191元/平,平江新城管委会大厦旁,南,精装,高区/10层,暂无数据
姑苏,鼎尚花园（姑苏平江新城）,2室 2厅,77.0平,194万,25194元/平,苏站路688号,南北,精装,中区/11层,暂无数据
姑苏,挹秀新村（姑苏平江新城）,3室 2厅,86.62平,174万,20087元/平,北环路华东电器城对面,南,中装,高区/6层,暂无数据
姑苏,现代花园三期（姑苏葑门）,2室 1厅,75.69平,222万,29330元/平,杨枝塘路与东环路交汇处×,暂无数据,精装,中区/5层,暂无数据
姑苏,金枝苑小区（姑苏葑门）,3室 2厅,119.0平,235万,19747元/平,杨枝塘路49号,南,精装,低区/6层,暂无数据
姑苏,象牙新村（姑苏胥江）,3室 1厅,73.0平,138万,18904元/平,三香路附二院后面劳动路之间,南,中装,中区/7层,暂无数据
姑苏,内马路8号（姑苏南门）,2室 1厅,72.0平,148万,20555元/平,内马路8号,南,中装,中区/5层,暂无数据
姑苏,闻钟苑一区（姑苏留园西园）,2室 2厅,83.4平,153万,18345元/平,西园路767,南北,中装,中区/5层,暂无数据
姑苏,娄江新村（姑苏娄门）,1室 1厅,45.25平,75万,16574元/平,娄门路与东环路交界处,暂无数据,暂无数据,中区/6层,暂无数据
姑苏,世茂运河城和茂苑二期（姑苏沧浪新城）,1室 1厅,62.26平,172万,27626元/平,宝带西路1199号,南,简装,低区/28层,暂无数据
姑苏,梅花二村（姑苏平江新城）,2室 2厅,74.0平,140万,18918元/平,官渎路471号,南北,中装,低区/6层,暂无数据
姑苏,杨枝四村（姑苏葑门）,2室 1厅,64.55平,172万,26646元/平,东环路,南,简装,低区/6层,暂无数据
姑苏,塘坊苑（姑苏娄门）,1室 1厅,46.0平,95万,20652元/平,苏安路与东环路交叉口附近,南,精装,低区/5层,暂无数据
姑苏,燕家巷18号（姑苏十全街）,3室 2厅,120.68平,337万,27925元/平,十全街与乌鹊桥路交叉口处,南北,精装,中区/3层,暂无数据
姑苏,吴县新村（姑苏南门）,2室 1厅,67.8平,118万,17404元/平,东大街12号,南北,精装,高区/6层,暂无数据
姑苏,大观花园北区（姑苏平江新城）,5室 3厅,118.87平,380万,31967元/平,平河路2288,南北,精装,高区/18层,暂无数据
姑苏,新庄二村（姑苏留园西园）,3室 2厅,96.5平,230万,23834元/平,新庄西路与西环路口,南,豪装,中区/5层,暂无数据
姑苏,万科金品家园（姑苏胥江）,8室 2厅,143.76平,370万,25737元/平,西环路与劳动路的交汇处,南北,简装,低区/18层,暂无数据
姑苏,世茂运河城和茂苑一期（姑苏沧浪新城）,4室 2厅,153.0平,410万,26797元/平,宝带西路1199号,南北,精装,低区/24层,暂无数据
姑苏,虹桥头9号（姑苏平江新城）,3室 2厅,140.0平,253万,18071元/平,东汇路与东汇支路交汇处,南北,精装,中区/5层,暂无数据
姑苏,虎阜花园东区（姑苏虎丘）,4室 2厅,121.26平,194万,15998元/平,清塘路333号,南,毛坯,高区/4层,暂无数据
姑苏,现代花园二期（姑苏葑门）,3室 2厅,135.53平,229万,16896元/平,杨枝塘路(杨枝塘路与东环路交汇处),南北,豪装,高区/5层,暂无数据
姑苏,油车弄11号（姑苏留园西园）,2室 1厅,71.0平,116万,16338元/平,桐泾北路与玻纤路交汇处,南,精装,中区/6层,暂无数据
姑苏,梅花二村（姑苏平江新城）,1室 1厅,52.36平,90万,17188元/平,官渎路471号,暂无数据,精装,中区/6层,暂无数据
姑苏,玉兰新村（姑苏南门）,2室 2厅,80.7平,223万,27633元/平,南园北路25号,南,简装,高区/6层,暂无数据
姑苏,永林二区（姑苏娄门）,2室 1厅,52.56平,97万,18455元/平,东环路西、莫邪路东、三星路北,南,中装,低区/6层,暂无数据
姑苏,齐门人家（姑苏平江新城）,2室 2厅,84.33平,180万,21344元/平,苏站路588号,南,毛坯,中区/19层,暂无数据
姑苏,南园南路300号（姑苏南门）,3室 2厅,91.27平,240万,26295元/平,南园南路300号,南,简装,高区/6层,暂无数据
姑苏,南华公寓（姑苏南门）,2室 1厅,70.72平,128万,18099元/平,南环东路781号,暂无数据,精装,高区/6层,暂无数据
姑苏,汇翠花园（姑苏平江新城）,4室 2厅,156.88平,245万,15617元/平,平泷路与江星路交汇处西北,南北,精装,高区/5层,暂无数据
姑苏,南环新村（姑苏南门）,3室 2厅,100.05平,199万,19890元/平,南环东路898号,暂无数据,精装,中区/6层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,4室 2厅,143.0平,398万,27832元/平,西环路高架与西环路高架出口交叉口东北,暂无数据,毛坯,中区/20层,暂无数据
姑苏,大观花园北区（姑苏平江新城）,2室 2厅,89.0平,229万,25730元/平,平河路2288,南,中装,低区/20层,暂无数据
姑苏,天筑家园北区（姑苏平江新城）,2室 2厅,109.0平,240万,22018元/平,清塘北路与312国道交汇处,南北,精装,中区/11层,暂无数据
姑苏,梅亭苑（姑苏胥江）,3室 2厅,118.0平,203万,17203元/平,西环路与南环路交界处,南北,毛坯,低区/5层,暂无数据
姑苏,官庄前花园（姑苏沧浪新城）,3室 2厅,116.2平,212万,18244元/平,友新路西（石湖公园北）,暂无数据,毛坯,低区/11层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,3室 2厅,125.0平,320万,25600元/平,西环路高架与西环路高架出口交叉口东北,南北,毛坯,高区/20层,2015年建
姑苏,大观花园北区（姑苏平江新城）,2室 2厅,103.25平,230万,22276元/平,平河路2288,南,中装,低区/20层,暂无数据
姑苏,世茂运河城瀚河苑（姑苏沧浪新城）,3室 2厅,139.0平,340万,24460元/平,宝带西路1199号,南北,毛坯,低区/20层,暂无数据
姑苏,桂花新村（姑苏南门）,2室 2厅,76.8平,235万,30598元/平,南园北路（竹辉路与南园北路交界）,南,精装,中区/5层,暂无数据
姑苏,皮市街182号（姑苏观前街）,3室 2厅,134.36平,268万,19946元/平,皮市街182号,南北,中装,中区/4层,暂无数据
姑苏,南石皮弄20号（姑苏十全街）,5室 2厅,98.0平,338万,34489元/平,南石皮弄与十全街交汇处,暂无数据,中装,高区/3层,暂无数据
姑苏,齐门新村（姑苏齐门）,2室 1厅,38.0平,66万,17500元/平,平齐路东灰场12号,南,简装,高区/4层,暂无数据
姑苏,梅花三村（姑苏平江新城）,3室 1厅,98.86平,175万,17701元/平,官渎路以东、上高路大桥以南,南北,精装,高区/5层,暂无数据
姑苏,梅花新村（姑苏平江新城）,3室 2厅,88.63平,165万,18616元/平,官渎路（好又多超市梅花店附近）,南,精装,中区/6层,暂无数据
姑苏,永林北区（姑苏娄门）,2室 1厅,56.0平,108万,19285元/平,永林北区,暂无数据,精装,低区/5层,暂无数据
姑苏,玖园（姑苏留园西园）,2室 2厅,77.54平,150万,19344元/平,虎丘路228号,暂无数据,中装,地上5层,暂无数据
姑苏,梅花新村（姑苏平江新城）,2室 1厅,70.77平,143万,20206元/平,官渎路（好又多超市梅花店附近）,南北,中装,高区/6层,暂无数据
姑苏,永林二区（姑苏娄门）,4室 2厅,74.5平,173万,23221元/平,东环路西、莫邪路东、三星路北,南北,精装,高区/5层,暂无数据
姑苏,观景新村（姑苏留园西园）,3室 2厅,89.3平,148万,16573元/平,北环路与西环路交汇处南侧,南北,精装,高区/6层,暂无数据
姑苏,官渎花园（姑苏平江新城）,1室 1厅,47.58平,75万,15762元/平,官渎路华东电器城北200米,南北,简装,中区/5层,暂无数据
姑苏,大观花园北区（姑苏平江新城）,3室 3厅,88.0平,380万,43181元/平,平河路2288,南北,精装,低区/5层,暂无数据
姑苏,鼎泰花园（姑苏南门）,3室 2厅,134.0平,302万,22537元/平,南环东路899号,暂无数据,精装,中区/32层,暂无数据
姑苏,解放新村（姑苏胥江）,2室 1厅,60.0平,92万,15333元/平,解放东路(解放东路与盘胥路交汇处）,南,中装,高区/6层,暂无数据
姑苏,人民路131号（姑苏南门）,2室 1厅,66.2平,185万,27945元/平,人民路131号,南,精装,中区/6层,暂无数据
姑苏,景运家园（姑苏胥江）,3室 2厅,131.92平,265万,20087元/平,西环路体育中心南侧600米,南,精装,中区/10层,暂无数据
姑苏,杨枝三村（姑苏葑门）,1室 1厅,48.0平,82万,17083元/平,杨枝小学附近,暂无数据,简装,高区/6层,暂无数据
姑苏,二郎巷（姑苏十全街）,2室 1厅,54.72平,164万,29970元/平,十全街二郎巷,南,中装,低区/6层,暂无数据
姑苏,仲雅苑南区（姑苏平江新城）,3室 2厅,102.0平,245万,24019元/平,城北东路,南北,精装,中区/11层,暂无数据
姑苏,北园新村（姑苏齐门）,2室 2厅,71.8平,123万,17130元/平,东北街120号,暂无数据,毛坯,低区/5层,暂无数据
姑苏,金枝苑小区（姑苏葑门）,3室 2厅,133.95平,250万,18663元/平,杨枝塘路49号,南北,精装,中区/5层,暂无数据
姑苏,世茂运河城尚运苑（姑苏沧浪新城）,3室 2厅,135.0平,358万,26518元/平,姑苏区宝带西路1188号,南北,毛坯,中区/32层,暂无数据
姑苏,葑门路166号（姑苏苏州大学）,2室 2厅,75.58平,165万,21831元/平,葑门路166号,南,中装,高区/6层,暂无数据
姑苏,云庭城市中心花园（姑苏胥江）,2室 2厅,99.36平,226万,22745元/平,劳动路988号,南,精装,中区/26层,2006年建
姑苏,杨枝三村（姑苏葑门）,2室 1厅,67.0平,125万,18656元/平,杨枝小学附近,南,中装,高区/6层,暂无数据
姑苏,带城桥下塘15号（姑苏十全街）,8室 2厅,154.38平,409万,26493元/平,带城桥下塘15号,南北,精装,低区/1层,暂无数据
姑苏,大观花园北区（姑苏平江新城）,4室 2厅,160.0平,306万,19156元/平,平河路2288,南北,精装,高区/5层,暂无数据
姑苏,杨枝四村（姑苏葑门）,3室 2厅,74.5平,148万,19865元/平,东环路,暂无数据,简装,高区/6层,暂无数据
姑苏,大龙港新村（姑苏南门）,4室 2厅,115.11平,162万,14073元/平,东吴北路67号,南,简装,低区/6层,暂无数据
姑苏,桂花新村（姑苏南门）,3室 2厅,108.0平,332万,30740元/平,南园北路（竹辉路与南园北路交界）,暂无数据,精装,中区/5层,暂无数据
姑苏,塘坊苑（姑苏娄门）,5室 2厅,152.0平,280万,18421元/平,苏安路与东环路交叉口附近,南北,中装,高区/5层,暂无数据
姑苏,彩香一村五区（姑苏石路）,2室 2厅,64.78平,98万,15128元/平,彩香路与虹桥路交汇口西北方向,暂无数据,中装,高区/6层,暂无数据
姑苏,桃坞小筑（姑苏桃花坞）,3室 3厅,297.98平,546万,18323元/平,桃花桥路100号,暂无数据,暂无数据,地上1层,暂无数据
姑苏,南浩街19号院（姑苏金门）,2室 1厅,55.0平,95万,17272元/平,南浩街19号,暂无数据,精装,中区/5层,暂无数据
姑苏,中锐姑苏尚城（姑苏平江新城）,4室 2厅,142.0平,434万,30563元/平,苏站路与江宙路交汇处,南北,毛坯,高区/27层,暂无数据
姑苏,泰南路120号（姑苏胥江）,5室 3厅,203.0平,393万,19359元/平,泰南路120号,南北,精装,高区/4层,暂无数据
姑苏,友联二村（姑苏沧浪新城）,2室 1厅,67.7平,129万,19054元/平,姑苏友新路,暂无数据,中装,中区/4层,暂无数据
姑苏,新康花园（姑苏胥江）,3室 2厅,117.0平,276万,23589元/平,桐泾南路181号-2新康花园,南北,精装,高区/6层,暂无数据
姑苏,福星新城（姑苏沧浪新城）,4室 2厅,161.0平,428万,26583元/平,吴中西路818号,南,精装,高区/17层,暂无数据
姑苏,公园天下（姑苏胥江）,2室 2厅,110.3平,276万,25022元/平,桐泾南路28号,南,精装,高区/10层,暂无数据
姑苏,新康花园（姑苏胥江）,5室 3厅,124.21平,317万,25521元/平,桐泾南路181号-2新康花园,暂无数据,精装,高区/6层,暂无数据
姑苏,南浩街25号（姑苏石路）,3室 3厅,128.07平,245万,19130元/平,南浩街25号,南北,中装,中区/5层,暂无数据
姑苏,胥江新村（姑苏胥江）,2室 2厅,78.24平,133万,16998元/平,胥江路286号,暂无数据,中装,高区/6层,暂无数据
姑苏,三香广场（姑苏胥江）,2室 2厅,112.0平,254万,22678元/平,三香路353号,暂无数据,精装,高区/24层,暂无数据
姑苏,彩虹新村（姑苏胥江）,2室 3厅,90.0平,255万,28344元/平,三香路与桐泾路交叉口西南角,南北,精装,高区/4层,暂无数据
姑苏,万达广场（姑苏平江新城）,2室 2厅,98.0平,220万,22448元/平,城北人民路3188,南北,精装,中区/30层,暂无数据
姑苏,姑香苑（姑苏胥江）,3室 2厅,186.0平,307万,16505元/平,劳动路与双虹路交汇处西北,南北,精装,高区/6层,暂无数据
姑苏,锦绣新苑（姑苏胥江）,2室 2厅,99.7平,189万,18956元/平,桐泾南路818号,暂无数据,中装,低区/6层,暂无数据
姑苏,金桥新村（姑苏胥江）,4室 3厅,92.8平,179万,19288元/平,胥江路201号（胥江路与阊胥路交叉口）,南,中装,高区/6层,暂无数据
姑苏,苏锦二村南区（姑苏平江新城）,3室 2厅,80.0平,240万,30000元/平,平河路和广济北路交汇处,南北,中装,高区/4层,暂无数据
姑苏,王天井巷（姑苏桃花坞）,5室 2厅,258.0平,510万,19767元/平,王天井巷,暂无数据,中装,高区/4层,暂无数据
姑苏,公园天下（姑苏胥江）,3室 2厅,130.0平,352万,27076元/平,桐泾南路28号,南北,精装,中区/5层,暂无数据
姑苏,宝石御景园（姑苏金门）,2室 2厅,93.5平,266万,28449元/平,阊胥路119号,南,精装,中区/11层,暂无数据
姑苏,银桥新村（姑苏胥江）,3室 2厅,121.0平,266万,21983元/平,劳动路（桐泾南路与劳动路交汇处）,南,精装,低区/4层,暂无数据
姑苏,天辰花园（姑苏沧浪新城）,5室 3厅,244.0平,613万,25122元/平,友新路与吴中西路交汇处,南北,精装,高区/15层,暂无数据
姑苏,姑香苑（姑苏胥江）,3室 2厅,111.3平,218万,19586元/平,劳动路与双虹路交汇处西北,南北,精装,中区/6层,暂无数据
姑苏,润达新村（姑苏胥江）,6室 2厅,264.65平,580万,21915元/平,南环西路与盘胥路交汇处,(进门)南,豪装,地上1层,暂无数据
姑苏,公园天下（姑苏胥江）,3室 2厅,109.93平,268万,24379元/平,桐泾南路28号,南北,精装,中区/5层,暂无数据
姑苏,宏葑新村（姑苏苏州大学）,3室 1厅,76.0平,145万,19078元/平,庄先湾路25号,暂无数据,中装,中区/6层,暂无数据
姑苏,三香新村（姑苏胥江）,2室 1厅,66.4平,121万,18222元/平,三香路与盘胥路交叉口市疾控中心对面,暂无数据,中装,低区/6层,暂无数据
姑苏,华泰家园（姑苏胥江）,3室 2厅,138.0平,335万,24275元/平,劳动路69号（民丰桥附近）,南北,精装,中区/5层,暂无数据
姑苏,新康花园（姑苏胥江）,3室 2厅,102.78平,255万,24810元/平,桐泾南路181号-2新康花园,暂无数据,精装,低区/6层,暂无数据
姑苏,万盛花园（姑苏胥江）,3室 2厅,108.88平,306万,28104元/平,三香路122号,(进门)南,精装,地上3层地下1层,暂无数据
姑苏,留茗花苑（姑苏留园西园）,5室 3厅,123.0平,269万,21869元/平,金阊留园路23号(旅游职中斜对面),暂无数据,精装,高区/6层,暂无数据
姑苏,银桥新村（姑苏胥江）,5室 2厅,125.0平,286万,22880元/平,劳动路（桐泾南路与劳动路交汇处）,暂无数据,中装,高区/4层,暂无数据
姑苏,木耳场（姑苏留园西园）,2室 1厅,53.98平,85万,15746元/平,广济路与清塘路交汇处,南,中装,高区/6层,暂无数据
姑苏,三元一村（姑苏金门）,4室 1厅,90.38平,153万,16928元/平,干将西路与西环路交叉口,南北,简装,高区/6层,暂无数据
姑苏,新沧花园（姑苏胥江）,4室 2厅,181.7平,461万,25399元/平,桐泾南路798号,南,精装,中区/5层,暂无数据
姑苏,谈家巷小区（姑苏石路）,2室 2厅,103.0平,144万,13980元/平,谈家巷20号（谈家巷与沧胥路交汇处）,南北,中装,高区/6层,暂无数据
姑苏,三香广场（姑苏胥江）,2室 2厅,112.36平,256万,22783元/平,三香路353号,暂无数据,精装,低区/24层,暂无数据
姑苏,白莲花园（姑苏金门）,4室 2厅,178.61平,531万,29729元/平,干将西路1308号,暂无数据,精装,中区/18层,暂无数据
姑苏,华泰家园（姑苏胥江）,3室 2厅,133.09平,316万,23743元/平,劳动路69号（民丰桥附近）,南,精装,中区/5层,暂无数据
姑苏,万达广场（姑苏平江新城）,1室 2厅,50.63平,96万,18961元/平,城北人民路3188,暂无数据,精装,低区/29层,暂无数据
姑苏,彩香一村四区（姑苏石路）,2室 2厅,67.77平,138万,20362元/平,彩香路与虹桥路交汇口向东,暂无数据,中装,低区/6层,暂无数据
姑苏,三元三村（姑苏金门）,1室 1厅,48.28平,65万,13463元/平,金门路与西环路交叉口,南北,简装,高区/7层,暂无数据
姑苏,新沧花园（姑苏胥江）,3室 2厅,121.0平,295万,24380元/平,桐泾南路798号,暂无数据,精装,低区/6层,暂无数据
姑苏,三元一村（姑苏金门）,2室 1厅,54.69平,98万,17919元/平,干将西路与西环路交叉口,南北,精装,中区/7层,暂无数据
姑苏,金帝名园（姑苏胥江）,5室 2厅,172.66平,471万,27279元/平,解放西路168号（解放西路与西环路交汇处）,南,豪装,高区/11层,暂无数据
姑苏,城市恬园（姑苏胥江）,5室 3厅,145.8平,419万,28737元/平,盘胥路68号,南,中装,高区/7层,暂无数据
姑苏,北园场（姑苏留园西园）,3室 1厅,47.6平,78万,16386元/平,北园场,南北,简装,高区/3层,暂无数据
姑苏,金桥新村（姑苏胥江）,5室 2厅,92.87平,225万,24227元/平,胥江路201号（胥江路与阊胥路交叉口）,南北,精装,高区/6层,暂无数据
姑苏,干将西路1301号（姑苏金门）,3室 2厅,143.2平,296万,20670元/平,干将西路1301号,南,豪装,中区/6层,暂无数据
姑苏,苏锦一村（姑苏平江新城）,2室 2厅,91.4平,188万,20645元/平,平河路1999号,暂无数据,中装,中区/4层,暂无数据
姑苏,新天地家园南区（姑苏平江新城）,3室 2厅,91.7平,230万,25081元/平,苏站路1803号,南北,精装,低区/5层,暂无数据
姑苏,庄先湾6号（姑苏苏州大学）,4室 2厅,107.0平,223万,20841元/平,庄先湾6号,暂无数据,精装,高区/6层,暂无数据
姑苏,三香福郡（姑苏胥江）,5室 2厅,183.0平,388万,21202元/平,桐泾南路与劳动路交汇处,暂无数据,精装,高区/5层,暂无数据
姑苏,金门路778号（姑苏金门）,2室 1厅,69.5平,133万,19136元/平,金门路778号,暂无数据,毛坯,低区/6层,暂无数据
姑苏,姑香苑（姑苏胥江）,2室 2厅,84.0平,164万,19523元/平,劳动路与双虹路交汇处西北,南,中装,低区/6层,暂无数据
姑苏,定慧寺巷64号（姑苏十全街）,7室 5厅,266.15平,880万,33064元/平,定慧寺巷64号,(进门)南北,精装,地上2层,暂无数据
姑苏,姑香新苑（姑苏胥江）,4室 2厅,142.0平,256万,18028元/平,劳动西路1008号,南,精装,高区/5层,暂无数据
姑苏,新康花园（姑苏胥江）,3室 2厅,123.0平,270万,21951元/平,桐泾南路181号-2新康花园,暂无数据,精装,中区/6层,暂无数据
姑苏,东环新村（姑苏娄门）,2室 1厅,60.44平,119万,19688元/平,东环路245号,南,精装,高区/6层,暂无数据
姑苏,潼泾新村（姑苏胥江）,2室 1厅,59.9平,139万,23205元/平,桐泾路与三香路东南侧,暂无数据,精装,中区/6层,暂无数据
姑苏,人民路220号（姑苏齐门）,2室 1厅,53.0平,95万,17924元/平,人民路220号,暂无数据,精装,高区/7层,暂无数据
姑苏,干将西路397号（姑苏南门）,4室 2厅,89.0平,265万,29775元/平,干将西路397号,暂无数据,中装,高区/5层,暂无数据
姑苏,姑香苑（姑苏胥江）,3室 2厅,98.5平,189万,19187元/平,劳动路与双虹路交汇处西北,南,精装,高区/6层,暂无数据
姑苏,白莲花园（姑苏金门）,4室 2厅,178.61平,509万,28497元/平,干将西路1308号,暂无数据,豪装,中区/18层,暂无数据
姑苏,新天地家园南区（姑苏平江新城）,4室 2厅,121.41平,194万,15978元/平,苏站路1803号,暂无数据,简装,中区/5层,暂无数据
姑苏,中海胥江府（姑苏胥江）,3室 2厅,88.0平,250万,28409元/平,桐泾南路333号,南北,中装,低区/30层,暂无数据
姑苏,金都名苑（姑苏金门）,3室 2厅,126.03平,313万,24835元/平,银泰路（干将西路与银泰路交汇处）,南北,精装,低区/24层,暂无数据
姑苏,白莲花园（姑苏金门）,3室 2厅,152.0平,434万,28552元/平,干将西路1308号,南北,精装,低区/18层,暂无数据
姑苏,三元二村（姑苏金门）,2室 1厅,43.1平,82万,19025元/平,金门路与西环路交叉口,南北,精装,高区/6层,暂无数据
姑苏,姑香苑（姑苏胥江）,2室 2厅,92.0平,185万,20108元/平,劳动路与双虹路交汇处西北,南北,精装,低区/6层,暂无数据
姑苏,三元三村（姑苏金门）,2室 1厅,62.0平,110万,17741元/平,金门路与西环路交叉口,暂无数据,中装,中区/6层,暂无数据
姑苏,金帝名园（姑苏胥江）,2室 1厅,82.09平,221万,26921元/平,解放西路168号（解放西路与西环路交汇处）,东西,中装,低区/11层,暂无数据
姑苏,胥虹苑（姑苏胥江）,3室 2厅,128.0平,262万,20468元/平,胥江路60号,南,精装,中区/5层,暂无数据
姑苏,胥虹苑（姑苏胥江）,6室 3厅,220.0平,408万,18545元/平,胥江路60号,南北,精装,中区/5层,暂无数据
姑苏,苏锦一村（姑苏平江新城）,4室 2厅,80.0平,199万,24875元/平,平河路1999号,南北,精装,高区/5层,暂无数据
姑苏,冶金新村（姑苏胥江）,3室 1厅,64.16平,95万,14806元/平,三香路与烽火路交叉口,南,精装,高区/6层,暂无数据
姑苏,新康花园（姑苏胥江）,3室 2厅,138.5平,357万,25776元/平,桐泾南路181号-2新康花园,南北,精装,中区/5层,暂无数据
姑苏,苏锦一村（姑苏平江新城）,4室 2厅,173.0平,285万,16473元/平,平河路1999号,南北,精装,高区/5层,暂无数据
姑苏,友联一村（姑苏沧浪新城）,4室 2厅,86.34平,174万,20152元/平,"苏蠡路与吴中西路交界口,南环西路669",南,精装,高区/5层,暂无数据
姑苏,苏大北小区（姑苏苏州大学）,2室 1厅,57.0平,118万,20701元/平,干将东路212,暂无数据,简装,低区/6层,暂无数据
姑苏,金都名苑（姑苏金门）,4室 3厅,202.5平,516万,25481元/平,银泰路（干将西路与银泰路交汇处）,南,精装,高区/11层,暂无数据
姑苏,新康花园（姑苏胥江）,3室 2厅,138.03平,306万,22169元/平,桐泾南路181号-2新康花园,暂无数据,精装,低区/18层,暂无数据
姑苏,金桥新村（姑苏胥江）,5室 3厅,116.73平,307万,26300元/平,胥江路201号（胥江路与阊胥路交叉口）,南北,精装,高区/6层,暂无数据
姑苏,公园天下（姑苏胥江）,3室 2厅,141.0平,367万,26063元/平,桐泾南路28号,暂无数据,精装,高区/18层,暂无数据
